"","prolific_id","duration","pid","question","choice","row_id","q_id","risk_amount","safe_amount"
"27","60bf8f44f1188266dd8a3e85",434,"27","Q10_1",0,1,10,100,20
"28","60d471162b6ea3701d57d510",437,"28","Q10_1",0,1,10,100,20
"29","650ee1b9c28508a7f34d4c25",437,"29","Q10_1",0,1,10,100,20
"30","6156e93ea1fca05649cadfc9",440,"30","Q10_1",0,1,10,100,20
"31","579768e3dcff7d0001c7c462",441,"31","Q10_1",0,1,10,100,20
"32","5e61f36dc7061b0c396928f2",450,"32","Q10_1",0,1,10,100,20
"33","63e538b2184766a67a99e21f",456,"33","Q10_1",0,1,10,100,20
"34","5eb2695f1745801c7c919e35",457,"34","Q10_1",0,1,10,100,20
"35","62ac8d0f43899ef5bc8a356e",458,"35","Q10_1",0,1,10,100,20
"36","62fba53513976370a94eae5b",459,"36","Q10_1",0,1,10,100,20
"37","6310dd3d80bd9d026ec14c48",463,"37","Q10_1",0,1,10,100,20
"38","642c458eb9b6df4d0652de9f",466,"38","Q10_1",0,1,10,100,20
"39","65099cbb58444cc0ed9f5575",468,"39","Q10_1",0,1,10,100,20
"40","5ddd631f063ebd000dbe0687",469,"40","Q10_1",0,1,10,100,20
"41","5d53c753cdaa7a000101dd14",471,"41","Q10_1",0,1,10,100,20
"42","64137637072cad5ece2ec192",473,"42","Q10_1",0,1,10,100,20
"43","5d0a55583fe972001ad92dfd",475,"43","Q10_1",0,1,10,100,20
"44","6367f1dfd122ad6cbbcbc849",477,"44","Q10_1",0,1,10,100,20
"45","54240de1fdf99b691fb383a8",477,"45","Q10_1",0,1,10,100,20
"46","636cc5fa559ec4d93e272972",482,"46","Q10_1",0,1,10,100,20
"47","628f6b8837248d46a50776f7",487,"47","Q10_1",0,1,10,100,20
"48","6349846837c4eb9c40269ba7",490,"48","Q10_1",0,1,10,100,20
"49","5f8586b33e4d65036ae018f9",493,"49","Q10_1",0,1,10,100,20
"50","62c53da662a6fb85b6c814a1",495,"50","Q10_1",0,1,10,100,20
"51","5bad47432b86390001ccda32",495,"51","Q10_1",1,1,10,100,20
"52","5bc0b1bb63cb210001cf55ba",498,"52","Q10_1",0,1,10,100,20
"53","5fa40b2f3fbded08ed561c30",500,"53","Q10_1",0,1,10,100,20
"54","5fcf9c90465b1c09b44e6588",504,"54","Q10_1",0,1,10,100,20
"55","6500610c8659204538e08e8c",506,"55","Q10_1",0,1,10,100,20
"56","5d9c7de1524d130014b78acd",509,"56","Q10_1",0,1,10,100,20
"57","5c80e889a1d4b900114f2be3",520,"57","Q10_1",0,1,10,100,20
"58","5a799309f49c9a0001f31396",530,"58","Q10_1",0,1,10,100,20
"59","61702e62e0b2f068818c8e46",533,"59","Q10_1",0,1,10,100,20
"60","603d59d3b54e6cc7c1bfbfdc",535,"60","Q10_1",0,1,10,100,20
"61","5c10d344a577d50001bb6127",535,"61","Q10_1",0,1,10,100,20
"62","6148a7d9b19a2b4c5c9dff87",536,"62","Q10_1",0,1,10,100,20
"63","5d6d729b679b200019c12498",541,"63","Q10_1",0,1,10,100,20
"64","5c8e9e97112f870001b12bb9",545,"64","Q10_1",0,1,10,100,20
"65","54a439f9fdf99b5010dca84e",547,"65","Q10_1",0,1,10,100,20
"66","5bfb295e975ee0000169a15d",563,"66","Q10_1",0,1,10,100,20
"67","6139e77dd4e85f2650aa3da2",564,"67","Q10_1",0,1,10,100,20
"68","5ca519cefed17500015f80f2",572,"68","Q10_1",0,1,10,100,20
"69","608dfd57171f093e9221ffa4",572,"69","Q10_1",0,1,10,100,20
"70","63c7cd1978d4e762c6e4b6e0",574,"70","Q10_1",0,1,10,100,20
"71","5d14f3280e6b36001b1a10ef",578,"71","Q10_1",0,1,10,100,20
"72","634bd25388a86856529729a4",578,"72","Q10_1",1,1,10,100,20
"73","5db5f2196a72a3000cc54aa4",578,"73","Q10_1",0,1,10,100,20
"74","5ea9c855284e73063120d716",579,"74","Q10_1",1,1,10,100,20
"75","5c838a63532afd001506fd34",581,"75","Q10_1",0,1,10,100,20
"76","5b731044b9daa700013fb269",586,"76","Q10_1",1,1,10,100,20
"77","59e879752f63d30001c8fb9f",587,"77","Q10_1",0,1,10,100,20
"78","607d91eab8be13e8c81257aa",590,"78","Q10_1",0,1,10,100,20
"79","5c6563e20d80fd0001425671",593,"79","Q10_1",1,1,10,100,20
"80","6328ae7d5a25f6856525135b",599,"80","Q10_1",0,1,10,100,20
"81","5b1bcd1d88ee7400012b0707",605,"81","Q10_1",0,1,10,100,20
"82","6303c94be7331161d7bb9f19",608,"82","Q10_1",0,1,10,100,20
"83","63e6486d66673348b5496352",620,"83","Q10_1",0,1,10,100,20
"84","57b4aaf1cda70d0001534838",622,"84","Q10_1",0,1,10,100,20
"85","583c682a9d65770001cebb77",631,"85","Q10_1",1,1,10,100,20
"86","59b6b49259f3df0001e086e5",631,"86","Q10_1",0,1,10,100,20
"87","5f44f89def5e4103a4ac8389",637,"87","Q10_1",0,1,10,100,20
"88","63dad9e2dd58781d74bfa642",641,"88","Q10_1",0,1,10,100,20
"89","644016d98e4c23d7fa37632e",644,"89","Q10_1",0,1,10,100,20
"90","637b9edf2a2055bf16796ae6",647,"90","Q10_1",0,1,10,100,20
"91","63e528d1a9ece4b6addd5f2d",653,"91","Q10_1",0,1,10,100,20
"92","63ef449e94b95597ed09185d",656,"92","Q10_1",0,1,10,100,20
"93","5a623dabb9e3b50001a6e09e",658,"93","Q10_1",0,1,10,100,20
"94","60d0709ffc9b494cf65a266c",660,"94","Q10_1",0,1,10,100,20
"95","602cc4e8166df75e2ff9d443",662,"95","Q10_1",0,1,10,100,20
"96","5f5a785cfbf1061461451d9a",663,"96","Q10_1",0,1,10,100,20
"97","644012b350963a139bc333c0",675,"97","Q10_1",0,1,10,100,20
"98","615ec0557ed77fa14b565382",678,"98","Q10_1",0,1,10,100,20
"99","5f088ba29bf08d0b3885f726",678,"99","Q10_1",0,1,10,100,20
"100","5eb50e5315a3c137f40cbad3",689,"100","Q10_1",0,1,10,100,20
"101","63e51bcabf370d509e9a93b0",691,"101","Q10_1",0,1,10,100,20
"102","5f0467f1f388fe6b286d6b69",701,"102","Q10_1",0,1,10,100,20
"103","65080e18a78705b9c48fe8e5",704,"103","Q10_1",0,1,10,100,20
"104","5b2b9d0c7f7816000146aca4",708,"104","Q10_1",0,1,10,100,20
"105","62966289dc2720a7bbedb8f8",713,"105","Q10_1",0,1,10,100,20
"106","5f4e389555e3b9b30666d8cf",718,"106","Q10_1",0,1,10,100,20
"107","60ee1474e6467957994ce2ff",723,"107","Q10_1",0,1,10,100,20
"108","6401bd52596eb86ff415a0d8",728,"108","Q10_1",1,1,10,100,20
"109","5ed2bdf295ed8f251d614b21",729,"109","Q10_1",0,1,10,100,20
"110","5dcc836b6a24b5912d7c33f4",735,"110","Q10_1",0,1,10,100,20
"111","6400ddd1516fb2fc8a62fd46",749,"111","Q10_1",0,1,10,100,20
"112","5f632eba01d0853da2464c44",768,"112","Q10_1",0,1,10,100,20
"113","5ceb011d2e4f1700162a8bca",770,"113","Q10_1",0,1,10,100,20
"114","5e31a1526ef37a1879a94441",775,"114","Q10_1",0,1,10,100,20
"115","5f84ac968dc8711503beeb19",809,"115","Q10_1",0,1,10,100,20
"116","5ea083cc6d17e505304ab238",815,"116","Q10_1",1,1,10,100,20
"117","59cbc66c4374e1000125c8b5",819,"117","Q10_1",0,1,10,100,20
"118","5da9bb47c19ff3001516bcc3",821,"118","Q10_1",0,1,10,100,20
"119","631624eda5f1f762834e370d",826,"119","Q10_1",0,1,10,100,20
"120","60a0fa7c78f0ecce1f9d8a65",841,"120","Q10_1",0,1,10,100,20
"121","593871d4536c28000168c04c",847,"121","Q10_1",0,1,10,100,20
"122","5c116a5669555600014a6618",847,"122","Q10_1",0,1,10,100,20
"123","6346c4b13753efab830182aa",858,"123","Q10_1",1,1,10,100,20
"124","5ea045b29cb1f005b19a4b32",862,"124","Q10_1",0,1,10,100,20
"125","5ee918138ebaec11a52bb459",877,"125","Q10_1",0,1,10,100,20
"126","60ccc83bea0576d2f30da90b",877,"126","Q10_1",0,1,10,100,20
"127","61fa9016d42cb19beec49061",890,"127","Q10_1",0,1,10,100,20
"128","64fc6f8d2cfa64d8485ea3d2",912,"128","Q10_1",0,1,10,100,20
"129","58bd6fb131de840001e84778",913,"129","Q10_1",0,1,10,100,20
"130","643302970ed09ef53c35bdbf",914,"130","Q10_1",0,1,10,100,20
"131","5dd6d94cbca2e466ca211b0d",950,"131","Q10_1",0,1,10,100,20
"132","5a9dd20b4eecca0001dd9f1d",957,"132","Q10_1",1,1,10,100,20
"133","6448f68c3ba5a3f969d1e90d",967,"133","Q10_1",0,1,10,100,20
"134","60c283d8d82adfb1f4930352",995,"134","Q10_1",0,1,10,100,20
"135","5d096a5687e03b000176305c",1060,"135","Q10_1",0,1,10,100,20
"136","61530f3f4db7af4a8e5ea998",1062,"136","Q10_1",0,1,10,100,20
"137","5932ccd3cf0d9600010e91c3",1076,"137","Q10_1",0,1,10,100,20
"138","5a3681bf9f2e74000138022e",1078,"138","Q10_1",0,1,10,100,20
"139","646dc9848e53ff1705d8c9c5",1079,"139","Q10_1",0,1,10,100,20
"140","5815a5f000b325000184db51",1132,"140","Q10_1",0,1,10,100,20
"141","56bb6364724769000cb8ec0a",1172,"141","Q10_1",0,1,10,100,20
"142","63d6e48aa809ba6cdad6c98f",1235,"142","Q10_1",0,1,10,100,20
"143","595ceea8dd044900012ce64a",1258,"143","Q10_1",0,1,10,100,20
"144","5f68c02bfe85b202e0f00cc7",1270,"144","Q10_1",0,1,10,100,20
"145","60fd3550ce3b9e1db06ff673",1272,"145","Q10_1",0,1,10,100,20
"146","5feca66d15b59bde2e9d0cdf",1281,"146","Q10_1",0,1,10,100,20
"147","6015966a246e51095f2235e7",1304,"147","Q10_1",0,1,10,100,20
"148","5ed8eb3d8074e940108fb095",1314,"148","Q10_1",0,1,10,100,20
"149","6238356bc0cff42b67a58c58",1325,"149","Q10_1",0,1,10,100,20
"150","63b2fb20895beef8c68a5a09",1460,"150","Q10_1",0,1,10,100,20
"151","5d544c78ee3a4700164ee73f",1495,"151","Q10_1",0,1,10,100,20
"152","61222d4342138f097de1b542",1510,"152","Q10_1",0,1,10,100,20
"153","5eafe830cf726802582beaa7",1569,"153","Q10_1",1,1,10,100,20
"154","60eb4444f2ff728c1df7ffc3",1824,"154","Q10_1",0,1,10,100,20
"155","609408e1ef7e7d611c5a06ac",1827,"155","Q10_1",0,1,10,100,20
"156","604604bf082da501e40808c3",2163,"156","Q10_1",0,1,10,100,20
"157","63cedbbe158c7caa960e79a7",2205,"157","Q10_1",0,1,10,100,20
"158","5d5bbd713348d20019c7e832",287,"1","Q10_2",0,2,10,100,25
"159","62b1ff970dfb7055f35d6937",289,"2","Q10_2",0,2,10,100,25
"160","5e1ed72fb0285720462a8649",297,"3","Q10_2",1,2,10,100,25
"161","5f2b3239b986da551f26bec7",319,"4","Q10_2",0,2,10,100,25
"162","5eaacf92bb492a0378be2dbf",342,"5","Q10_2",0,2,10,100,25
"163","63160f375a6aad006c2bce9b",344,"6","Q10_2",0,2,10,100,25
"164","5f86d47f938a8502a4443f19",345,"7","Q10_2",0,2,10,100,25
"165","5d6d953846ef42001504fb39",351,"8","Q10_2",0,2,10,100,25
"166","5eff17d115ba87434ab3829b",364,"9","Q10_2",0,2,10,100,25
"167","5e5e8ba19ad3de1af8f29cc0",367,"10","Q10_2",0,2,10,100,25
"168","5f672af943a2070262b8677f",368,"11","Q10_2",0,2,10,100,25
"169","60eed08c1ad192ce66a0c85a",375,"12","Q10_2",0,2,10,100,25
"170","5a23e0f8391e270001a10195",378,"13","Q10_2",0,2,10,100,25
"171","610267d5673564431892ef14",380,"14","Q10_2",0,2,10,100,25
"172","5ab3be78f5918d00012e92d3",392,"15","Q10_2",0,2,10,100,25
"173","5e879ef6785373412156181e",405,"16","Q10_2",0,2,10,100,25
"174","5dc2d4377624401eb1894bcd",407,"17","Q10_2",0,2,10,100,25
"175","5d4c06c6a8d9fb001a1470d5",412,"18","Q10_2",1,2,10,100,25
"176","60fd1cafe3de7892fe9b3bd4",417,"19","Q10_2",0,2,10,100,25
"177","5995889da2bbe000018833d9",424,"20","Q10_2",0,2,10,100,25
"178","5e3dea50f0cb00069dc8e486",425,"21","Q10_2",0,2,10,100,25
"179","5ea1e37fc066eb0d36edb649",426,"22","Q10_2",0,2,10,100,25
"180","5ebaa6dd28b52b000c94b78c",428,"23","Q10_2",0,2,10,100,25
"181","629f6b8c65fcae219e245284",429,"24","Q10_2",0,2,10,100,25
"182","5660c8ff9df648001102f010",431,"25","Q10_2",0,2,10,100,25
"183","55a7ff69fdf99b7508d7da5a",434,"26","Q10_2",1,2,10,100,25
"184","60bf8f44f1188266dd8a3e85",434,"27","Q10_2",0,2,10,100,25
"185","60d471162b6ea3701d57d510",437,"28","Q10_2",0,2,10,100,25
"186","650ee1b9c28508a7f34d4c25",437,"29","Q10_2",0,2,10,100,25
"187","6156e93ea1fca05649cadfc9",440,"30","Q10_2",0,2,10,100,25
"188","579768e3dcff7d0001c7c462",441,"31","Q10_2",0,2,10,100,25
"189","5e61f36dc7061b0c396928f2",450,"32","Q10_2",0,2,10,100,25
"190","63e538b2184766a67a99e21f",456,"33","Q10_2",0,2,10,100,25
"191","5eb2695f1745801c7c919e35",457,"34","Q10_2",0,2,10,100,25
"192","62ac8d0f43899ef5bc8a356e",458,"35","Q10_2",0,2,10,100,25
"193","62fba53513976370a94eae5b",459,"36","Q10_2",0,2,10,100,25
"194","6310dd3d80bd9d026ec14c48",463,"37","Q10_2",0,2,10,100,25
"195","642c458eb9b6df4d0652de9f",466,"38","Q10_2",0,2,10,100,25
"196","65099cbb58444cc0ed9f5575",468,"39","Q10_2",0,2,10,100,25
"197","5ddd631f063ebd000dbe0687",469,"40","Q10_2",0,2,10,100,25
"198","5d53c753cdaa7a000101dd14",471,"41","Q10_2",0,2,10,100,25
"199","64137637072cad5ece2ec192",473,"42","Q10_2",0,2,10,100,25
"200","5d0a55583fe972001ad92dfd",475,"43","Q10_2",0,2,10,100,25
"201","6367f1dfd122ad6cbbcbc849",477,"44","Q10_2",0,2,10,100,25
"202","54240de1fdf99b691fb383a8",477,"45","Q10_2",0,2,10,100,25
"203","636cc5fa559ec4d93e272972",482,"46","Q10_2",0,2,10,100,25
"204","628f6b8837248d46a50776f7",487,"47","Q10_2",0,2,10,100,25
"205","6349846837c4eb9c40269ba7",490,"48","Q10_2",0,2,10,100,25
"206","5f8586b33e4d65036ae018f9",493,"49","Q10_2",0,2,10,100,25
"207","62c53da662a6fb85b6c814a1",495,"50","Q10_2",0,2,10,100,25
"208","5bad47432b86390001ccda32",495,"51","Q10_2",1,2,10,100,25
"209","5bc0b1bb63cb210001cf55ba",498,"52","Q10_2",0,2,10,100,25
"210","5fa40b2f3fbded08ed561c30",500,"53","Q10_2",0,2,10,100,25
"211","5fcf9c90465b1c09b44e6588",504,"54","Q10_2",0,2,10,100,25
"212","6500610c8659204538e08e8c",506,"55","Q10_2",0,2,10,100,25
"213","5d9c7de1524d130014b78acd",509,"56","Q10_2",0,2,10,100,25
"214","5c80e889a1d4b900114f2be3",520,"57","Q10_2",0,2,10,100,25
"215","5a799309f49c9a0001f31396",530,"58","Q10_2",0,2,10,100,25
"216","61702e62e0b2f068818c8e46",533,"59","Q10_2",0,2,10,100,25
"217","603d59d3b54e6cc7c1bfbfdc",535,"60","Q10_2",0,2,10,100,25
"218","5c10d344a577d50001bb6127",535,"61","Q10_2",0,2,10,100,25
"219","6148a7d9b19a2b4c5c9dff87",536,"62","Q10_2",0,2,10,100,25
"220","5d6d729b679b200019c12498",541,"63","Q10_2",0,2,10,100,25
"221","5c8e9e97112f870001b12bb9",545,"64","Q10_2",0,2,10,100,25
"222","54a439f9fdf99b5010dca84e",547,"65","Q10_2",0,2,10,100,25
"223","5bfb295e975ee0000169a15d",563,"66","Q10_2",0,2,10,100,25
"224","6139e77dd4e85f2650aa3da2",564,"67","Q10_2",0,2,10,100,25
"225","5ca519cefed17500015f80f2",572,"68","Q10_2",1,2,10,100,25
"226","608dfd57171f093e9221ffa4",572,"69","Q10_2",0,2,10,100,25
"227","63c7cd1978d4e762c6e4b6e0",574,"70","Q10_2",0,2,10,100,25
"228","5d14f3280e6b36001b1a10ef",578,"71","Q10_2",0,2,10,100,25
"229","634bd25388a86856529729a4",578,"72","Q10_2",1,2,10,100,25
"230","5db5f2196a72a3000cc54aa4",578,"73","Q10_2",0,2,10,100,25
"231","5ea9c855284e73063120d716",579,"74","Q10_2",1,2,10,100,25
"232","5c838a63532afd001506fd34",581,"75","Q10_2",0,2,10,100,25
"233","5b731044b9daa700013fb269",586,"76","Q10_2",1,2,10,100,25
"234","59e879752f63d30001c8fb9f",587,"77","Q10_2",0,2,10,100,25
"235","607d91eab8be13e8c81257aa",590,"78","Q10_2",0,2,10,100,25
"236","5c6563e20d80fd0001425671",593,"79","Q10_2",1,2,10,100,25
"237","6328ae7d5a25f6856525135b",599,"80","Q10_2",0,2,10,100,25
"238","5b1bcd1d88ee7400012b0707",605,"81","Q10_2",0,2,10,100,25
"239","6303c94be7331161d7bb9f19",608,"82","Q10_2",0,2,10,100,25
"240","63e6486d66673348b5496352",620,"83","Q10_2",0,2,10,100,25
"241","57b4aaf1cda70d0001534838",622,"84","Q10_2",0,2,10,100,25
"242","583c682a9d65770001cebb77",631,"85","Q10_2",1,2,10,100,25
"243","59b6b49259f3df0001e086e5",631,"86","Q10_2",0,2,10,100,25
"244","5f44f89def5e4103a4ac8389",637,"87","Q10_2",0,2,10,100,25
"245","63dad9e2dd58781d74bfa642",641,"88","Q10_2",0,2,10,100,25
"246","644016d98e4c23d7fa37632e",644,"89","Q10_2",0,2,10,100,25
"247","637b9edf2a2055bf16796ae6",647,"90","Q10_2",0,2,10,100,25
"248","63e528d1a9ece4b6addd5f2d",653,"91","Q10_2",0,2,10,100,25
"249","63ef449e94b95597ed09185d",656,"92","Q10_2",0,2,10,100,25
"250","5a623dabb9e3b50001a6e09e",658,"93","Q10_2",0,2,10,100,25
"251","60d0709ffc9b494cf65a266c",660,"94","Q10_2",0,2,10,100,25
"252","602cc4e8166df75e2ff9d443",662,"95","Q10_2",0,2,10,100,25
"253","5f5a785cfbf1061461451d9a",663,"96","Q10_2",0,2,10,100,25
"254","644012b350963a139bc333c0",675,"97","Q10_2",0,2,10,100,25
"255","615ec0557ed77fa14b565382",678,"98","Q10_2",0,2,10,100,25
"256","5f088ba29bf08d0b3885f726",678,"99","Q10_2",0,2,10,100,25
"257","5eb50e5315a3c137f40cbad3",689,"100","Q10_2",0,2,10,100,25
"258","63e51bcabf370d509e9a93b0",691,"101","Q10_2",0,2,10,100,25
"259","5f0467f1f388fe6b286d6b69",701,"102","Q10_2",0,2,10,100,25
"260","65080e18a78705b9c48fe8e5",704,"103","Q10_2",0,2,10,100,25
"261","5b2b9d0c7f7816000146aca4",708,"104","Q10_2",0,2,10,100,25
"262","62966289dc2720a7bbedb8f8",713,"105","Q10_2",0,2,10,100,25
"263","5f4e389555e3b9b30666d8cf",718,"106","Q10_2",1,2,10,100,25
"264","60ee1474e6467957994ce2ff",723,"107","Q10_2",0,2,10,100,25
"265","6401bd52596eb86ff415a0d8",728,"108","Q10_2",1,2,10,100,25
"266","5ed2bdf295ed8f251d614b21",729,"109","Q10_2",0,2,10,100,25
"267","5dcc836b6a24b5912d7c33f4",735,"110","Q10_2",0,2,10,100,25
"268","6400ddd1516fb2fc8a62fd46",749,"111","Q10_2",0,2,10,100,25
"269","5f632eba01d0853da2464c44",768,"112","Q10_2",0,2,10,100,25
"270","5ceb011d2e4f1700162a8bca",770,"113","Q10_2",0,2,10,100,25
"271","5e31a1526ef37a1879a94441",775,"114","Q10_2",1,2,10,100,25
"272","5f84ac968dc8711503beeb19",809,"115","Q10_2",0,2,10,100,25
"273","5ea083cc6d17e505304ab238",815,"116","Q10_2",1,2,10,100,25
"274","59cbc66c4374e1000125c8b5",819,"117","Q10_2",0,2,10,100,25
"275","5da9bb47c19ff3001516bcc3",821,"118","Q10_2",0,2,10,100,25
"276","631624eda5f1f762834e370d",826,"119","Q10_2",0,2,10,100,25
"277","60a0fa7c78f0ecce1f9d8a65",841,"120","Q10_2",0,2,10,100,25
"278","593871d4536c28000168c04c",847,"121","Q10_2",0,2,10,100,25
"279","5c116a5669555600014a6618",847,"122","Q10_2",0,2,10,100,25
"280","6346c4b13753efab830182aa",858,"123","Q10_2",1,2,10,100,25
"281","5ea045b29cb1f005b19a4b32",862,"124","Q10_2",0,2,10,100,25
"282","5ee918138ebaec11a52bb459",877,"125","Q10_2",0,2,10,100,25
"283","60ccc83bea0576d2f30da90b",877,"126","Q10_2",0,2,10,100,25
"284","61fa9016d42cb19beec49061",890,"127","Q10_2",0,2,10,100,25
"285","64fc6f8d2cfa64d8485ea3d2",912,"128","Q10_2",0,2,10,100,25
"286","58bd6fb131de840001e84778",913,"129","Q10_2",0,2,10,100,25
"287","643302970ed09ef53c35bdbf",914,"130","Q10_2",0,2,10,100,25
"288","5dd6d94cbca2e466ca211b0d",950,"131","Q10_2",0,2,10,100,25
"289","5a9dd20b4eecca0001dd9f1d",957,"132","Q10_2",1,2,10,100,25
"290","6448f68c3ba5a3f969d1e90d",967,"133","Q10_2",0,2,10,100,25
"291","60c283d8d82adfb1f4930352",995,"134","Q10_2",0,2,10,100,25
"292","5d096a5687e03b000176305c",1060,"135","Q10_2",0,2,10,100,25
"293","61530f3f4db7af4a8e5ea998",1062,"136","Q10_2",0,2,10,100,25
"294","5932ccd3cf0d9600010e91c3",1076,"137","Q10_2",1,2,10,100,25
"295","5a3681bf9f2e74000138022e",1078,"138","Q10_2",0,2,10,100,25
"296","646dc9848e53ff1705d8c9c5",1079,"139","Q10_2",0,2,10,100,25
"297","5815a5f000b325000184db51",1132,"140","Q10_2",0,2,10,100,25
"298","56bb6364724769000cb8ec0a",1172,"141","Q10_2",0,2,10,100,25
"299","63d6e48aa809ba6cdad6c98f",1235,"142","Q10_2",0,2,10,100,25
"300","595ceea8dd044900012ce64a",1258,"143","Q10_2",0,2,10,100,25
"301","5f68c02bfe85b202e0f00cc7",1270,"144","Q10_2",0,2,10,100,25
"302","60fd3550ce3b9e1db06ff673",1272,"145","Q10_2",0,2,10,100,25
"303","5feca66d15b59bde2e9d0cdf",1281,"146","Q10_2",0,2,10,100,25
"304","6015966a246e51095f2235e7",1304,"147","Q10_2",0,2,10,100,25
"305","5ed8eb3d8074e940108fb095",1314,"148","Q10_2",0,2,10,100,25
"306","6238356bc0cff42b67a58c58",1325,"149","Q10_2",0,2,10,100,25
"307","63b2fb20895beef8c68a5a09",1460,"150","Q10_2",0,2,10,100,25
"308","5d544c78ee3a4700164ee73f",1495,"151","Q10_2",0,2,10,100,25
"309","61222d4342138f097de1b542",1510,"152","Q10_2",0,2,10,100,25
"310","5eafe830cf726802582beaa7",1569,"153","Q10_2",1,2,10,100,25
"311","60eb4444f2ff728c1df7ffc3",1824,"154","Q10_2",0,2,10,100,25
"312","609408e1ef7e7d611c5a06ac",1827,"155","Q10_2",0,2,10,100,25
"313","604604bf082da501e40808c3",2163,"156","Q10_2",0,2,10,100,25
"314","63cedbbe158c7caa960e79a7",2205,"157","Q10_2",0,2,10,100,25
"315","5d5bbd713348d20019c7e832",287,"1","Q10_3",0,3,10,100,30
"316","62b1ff970dfb7055f35d6937",289,"2","Q10_3",0,3,10,100,30
"317","5e1ed72fb0285720462a8649",297,"3","Q10_3",1,3,10,100,30
"318","5f2b3239b986da551f26bec7",319,"4","Q10_3",0,3,10,100,30
"319","5eaacf92bb492a0378be2dbf",342,"5","Q10_3",0,3,10,100,30
"320","63160f375a6aad006c2bce9b",344,"6","Q10_3",0,3,10,100,30
"321","5f86d47f938a8502a4443f19",345,"7","Q10_3",0,3,10,100,30
"322","5d6d953846ef42001504fb39",351,"8","Q10_3",1,3,10,100,30
"323","5eff17d115ba87434ab3829b",364,"9","Q10_3",1,3,10,100,30
"324","5e5e8ba19ad3de1af8f29cc0",367,"10","Q10_3",1,3,10,100,30
"325","5f672af943a2070262b8677f",368,"11","Q10_3",0,3,10,100,30
"326","60eed08c1ad192ce66a0c85a",375,"12","Q10_3",0,3,10,100,30
"327","5a23e0f8391e270001a10195",378,"13","Q10_3",0,3,10,100,30
"328","610267d5673564431892ef14",380,"14","Q10_3",0,3,10,100,30
"329","5ab3be78f5918d00012e92d3",392,"15","Q10_3",0,3,10,100,30
"330","5e879ef6785373412156181e",405,"16","Q10_3",0,3,10,100,30
"331","5dc2d4377624401eb1894bcd",407,"17","Q10_3",0,3,10,100,30
"332","5d4c06c6a8d9fb001a1470d5",412,"18","Q10_3",1,3,10,100,30
"333","60fd1cafe3de7892fe9b3bd4",417,"19","Q10_3",0,3,10,100,30
"334","5995889da2bbe000018833d9",424,"20","Q10_3",1,3,10,100,30
"335","5e3dea50f0cb00069dc8e486",425,"21","Q10_3",0,3,10,100,30
"336","5ea1e37fc066eb0d36edb649",426,"22","Q10_3",0,3,10,100,30
"337","5ebaa6dd28b52b000c94b78c",428,"23","Q10_3",0,3,10,100,30
"338","629f6b8c65fcae219e245284",429,"24","Q10_3",0,3,10,100,30
"339","5660c8ff9df648001102f010",431,"25","Q10_3",0,3,10,100,30
"340","55a7ff69fdf99b7508d7da5a",434,"26","Q10_3",1,3,10,100,30
"341","60bf8f44f1188266dd8a3e85",434,"27","Q10_3",0,3,10,100,30
"342","60d471162b6ea3701d57d510",437,"28","Q10_3",0,3,10,100,30
